-1.830 -1.849 -1.424 -1.817 -1.729
-1.829 -1.849 -1.425 -1.821 -1.726
-1.828 -1.848 -1.427 -1.823 -1.720
-1.827 -1.843 -1.429 -1.824 -1.711
-1.826 -1.839 -1.430 -1.824 -1.708
-1.825 -1.836 -1.432 -1.824 -1.706
-1.824 -1.835 -1.434 -1.826 -1.700
-1.823 -1.834 -1.435 -1.825 -1.694
-1.821 -1.830 -1.438 -1.822 -1.689
-1.819 -1.823 -1.453 -1.822 -1.683
-1.816 -1.818 -1.469 -1.824 -1.676
-1.812 -1.814 -1.484 -1.824 -1.674
-1.807 -1.813 -1.500 -1.819 -1.671
-1.803 -1.810 -1.515 -1.816 -1.660
-1.800 -1.807 -1.530 -1.812 -1.655
-1.797 -1.808 -1.546 -1.804 -1.639
-1.791 -1.799 -1.565 -1.803 -1.633
-1.784 -1.791 -1.586 -1.785 -1.613
-1.777 -1.780 -1.606 -1.781 -1.602
-1.771 -1.765 -1.627 -1.782 -1.588
-1.768 -1.770 -1.648 -1.783 -1.581
-1.763 -1.769 -1.669 -1.782 -1.558
-1.757 -1.772 -1.690 -1.781 -1.545
-1.751 -1.718 -1.589 -1.772 -1.503
-1.742 -1.713 -1.608 -1.764 -1.479
-1.736 -1.670 -1.629 -1.735 -1.465
-1.704 -1.658 -1.651 -1.719 -1.436
-1.688 -1.654 -1.675 -1.601 -1.358
-1.650 -1.609 -1.712 -1.574 -1.334
-1.646 -1.578 -1.750 -1.400 -1.314
-1.597 -1.566 -1.764 -1.348 -1.270
-1.554 -1.554 -1.705 -1.261 -1.217
-1.508 -1.543 -1.730 -1.193 -1.200
-1.479 -1.526 -1.199 -1.140 -1.177
-1.473 -1.471 -1.177 -1.099 -1.100
-1.467 -1.338 -1.159 -1.090 -1.097
-1.457 -1.307 -1.119 -1.081 -1.090
-1.439 -1.279 -1.005 -1.072 -1.079
-1.422 -1.249 -0.988 -1.055 -1.066
-1.396 -1.198 -0.970 -1.035 -1.042
-1.364 -0.973 -0.953 -1.016 -1.014
-1.329 -0.957 -0.935 -1.006 -0.987
-1.285 -0.941 -0.784 -0.996 -0.957
-1.248 -0.925 -0.759 -0.978 -0.880
-1.215 -0.911 -0.737 -0.915 -0.848
-1.203 -0.899 -0.719 -0.804 -0.820
-1.190 -0.886 -0.702 -0.757 -0.798
-1.177 -0.866 -0.696 -0.723 -0.755
-1.160 -0.845 -0.689 -0.703 -0.721
-1.142 -0.800 -0.683 -0.688 -0.705
-1.128 -0.755 -0.669 -0.672 -0.687
-1.115 -0.733 -0.617 -0.653 -0.662
-1.084 -0.723 -0.563 -0.633 -0.639
-1.079 -0.708 -0.522 -0.618 -0.618
-1.072 -0.690 -0.407 -0.598 -0.592
-1.026 -0.672 -0.349 -0.568 -0.551
-0.866 -0.622 -0.306 -0.540 -0.510
-0.848 -0.601 -0.292 -0.513 -0.478
-0.828 -0.535 -0.278 -0.485 -0.452
-0.809 -0.436 -0.264 -0.438 -0.429
-0.793 -0.428 -0.247 -0.433 -0.404
-0.779 -0.420 -0.214 -0.429 -0.366
-0.759 -0.412 0.067 -0.424 -0.344
-0.752 -0.407 0.080 -0.418 -0.332
-0.750 -0.402 0.093 -0.385 -0.305
-0.749 -0.398 0.106 -0.350 -0.271
-0.747 -0.394 0.132 -0.278 -0.244
-0.640 -0.393 0.164 -0.243 -0.221
-0.629 -0.391 0.172 -0.215 -0.203
-0.618 -0.391 0.180 -0.157 -0.186
-0.600 -0.388 0.188 -0.131 -0.172
-0.573 -0.382 0.195 -0.115 -0.160
-0.546 -0.271 0.280 -0.098 -0.129
-0.480 -0.214 0.320 -0.066 -0.100
-0.449 -0.203 0.354 -0.035 -0.073
-0.421 -0.183 0.379 -0.020 -0.054
-0.286 -0.160 0.404 -0.004 -0.039
-0.241 -0.143 0.432 0.013 -0.016
-0.207 -0.129 0.456 0.035 0.008
-0.196 -0.113 0.474 0.058 0.036
-0.184 -0.069 0.492 0.086 0.064
-0.173 0.144 0.513 0.113 0.092
-0.165 0.183 0.534 0.132 0.113
-0.163 0.222 0.593 0.159 0.130
-0.161 0.250 0.624 0.208 0.149
-0.159 0.277 0.639 0.238 0.168
-0.152 0.281 0.648 0.256 0.192
-0.144 0.285 0.654 0.275 0.218
-0.132 0.372 0.674 0.360 0.238
-0.107 0.511 0.758 0.374 0.255
0.052 0.625 0.787 0.388 0.275
0.075 0.704 0.816 0.397 0.327
0.071 0.723 0.834 0.404 0.338
0.064 0.742 0.850 0.413 0.346
0.055 0.751 0.868 0.423 0.366
0.182 0.755 0.924 0.435 0.382
0.205 0.758 0.950 0.448 0.394
0.262 0.798 0.968 0.470 0.415
0.263 1.119 1.014 0.488 0.435
0.280 1.166 1.038 0.523 0.447
0.317 1.225 1.063 0.558 0.459
0.359 1.308 1.099 0.583 0.471
0.388 1.321 1.117 0.608 0.487
0.434 1.334 1.125 0.637 0.505
0.457 1.346 1.151 0.678 0.517
0.466 1.359 1.177 0.717 0.532
0.474 1.372 1.254 0.752 0.553
0.478 1.395 1.268 0.765 0.564
0.563 1.421 1.282 0.778 0.591
0.604 1.430 1.297 0.794 0.621
0.643 1.434 1.308 0.819 0.635
0.677 1.439 1.323 0.845 0.653
0.708 1.453 1.341 0.849 0.682
0.734 1.470 1.381 0.857 0.701
0.751 1.514 1.411 0.901 0.724
0.792 1.523 1.421 0.920 0.733
1.009 1.525 1.422 0.957 0.745
1.024 1.538 1.416 0.980 0.775
1.035 1.534 1.447 0.998 0.817
1.052 1.545 1.482 1.014 0.831
1.090 1.555 1.506 1.060 0.856
1.118 1.753 1.536 1.099 0.882
1.186 1.769 1.582 1.115 0.902
1.323 1.772 1.615 1.143 0.916
1.319 1.772 1.633 1.157 0.928
1.315 1.775 1.638 1.167 0.927
1.307 1.780 1.637 1.195 0.945
1.300 1.800 1.627 1.230 0.962
1.293 1.810 1.615 1.252 0.974
1.287 1.815 1.602 1.332 0.999
1.281 1.908 1.570 1.355 1.022
1.547 1.947 1.662 1.363 1.022
1.552 1.973 1.694 1.371 1.014
1.548 1.963 1.697 1.400 1.013
1.577 1.967 1.690 1.409 1.021
1.616 2.042 1.685 1.421 1.046
1.806 2.041 1.674 1.437 1.094
1.834 2.047 1.730 1.448 1.120
1.851 2.052 1.739 1.467 1.153
1.842 2.063 1.756 1.484 1.183
1.853 2.082 1.753 1.498 1.189
1.910 2.089 1.738 1.528 1.190
1.941 2.079 1.764 1.550 1.238
1.936 2.047 1.822 1.568 1.240
1.932 2.107 1.843 1.576 1.262
1.927 2.109 1.850 1.602 1.284
1.917 2.088 1.845 1.610 1.303
2.073 2.074 1.830 1.644 1.328
2.071 2.090 1.855 1.656 1.353
2.103 2.061 1.831 1.673 1.375
2.116 2.130 1.798 1.677 1.382
2.154 2.114 1.835 1.672 1.379
2.141 2.112 1.858 1.696 1.360
2.188 2.110 1.855 1.723 1.433
2.183 2.101 1.848 1.727 1.446
2.165 2.085 1.880 1.727 1.446
2.168 2.050 1.865 1.709 1.434
2.168 2.018 1.830 1.693 1.401
2.159 2.027 1.812 1.678 1.389
2.162 2.082 1.826 1.696 1.356
2.160 2.090 1.828 1.713 1.276
2.148 2.093 1.818 1.722 1.292
2.114 2.122 1.842 1.725 1.298
2.060 2.113 1.824 1.737 1.368
2.044 2.113 1.813 1.749 1.406
2.026 2.096 1.805 1.751 1.434
2.006 2.053 1.795 1.752 1.452
2.002 2.042 1.768 1.745 1.456
1.986 1.962 1.773 1.746 1.471
1.962 1.953 1.762 1.718 1.486
1.941 1.903 1.741 1.721 1.486
1.926 1.869 1.735 1.729 1.476
1.913 1.838 1.734 1.733 1.460
1.852 1.822 1.729 1.732 1.459
1.847 1.802 1.717 1.730 1.484
1.696 1.691 1.706 1.709 1.489
1.647 1.669 1.688 1.677 1.495
1.613 1.652 1.660 1.630 1.479
1.601 1.643 1.638 1.590 1.471
1.580 1.621 1.593 1.546 1.421
1.555 1.588 1.549 1.500 1.361
1.512 1.562 1.520 1.465 1.294
1.483 1.540 1.491 1.437 1.223
1.506 1.524 1.462 1.450 1.179
1.490 1.494 1.440 1.454 1.188
1.463 1.469 1.423 1.454 1.218
1.408 1.455 1.424 1.448 1.235
1.370 1.433 1.421 1.442 1.251
1.341 1.422 1.409 1.431 1.278
1.306 1.418 1.405 1.424 1.269
1.251 1.399 1.401 1.422 1.262
1.226 1.372 1.358 1.403 1.289
1.191 1.338 1.334 1.377 1.276
1.150 1.244 1.312 1.352 1.238
1.117 1.204 1.284 1.288 1.175
1.092 1.182 1.266 1.227 1.121
1.049 1.150 1.252 1.154 1.069
1.025 1.121 1.195 1.103 1.028
0.996 1.120 1.118 1.094 1.044
0.923 1.080 1.097 1.101 1.044
0.877 1.074 1.093 1.128 1.053
0.856 1.059 1.078 1.134 1.051
0.831 1.022 1.058 1.136 1.061
0.810 1.004 1.031 1.140 1.074
0.764 0.986 1.044 1.141 1.083
0.746 0.970 1.054 1.125 1.066
0.713 0.960 1.056 1.097 1.032
0.701 0.955 1.036 1.038 0.978
0.670 0.873 0.995 0.977 0.890
0.654 0.860 0.908 0.947 0.850
0.551 0.816 0.877 0.891 0.815
0.522 0.795 0.857 0.848 0.781
0.495 0.764 0.812 0.824 0.755
0.482 0.730 0.762 0.795 0.741
0.426 0.689 0.740 0.750 0.697
0.392 0.658 0.718 0.709 0.643
0.373 0.593 0.684 0.661 0.614
0.351 0.527 0.636 0.633 0.570
0.309 0.515 0.616 0.569 0.543
0.279 0.501 0.575 0.543 0.487
0.244 0.472 0.556 0.508 0.452
0.219 0.452 0.508 0.473 0.426
0.200 0.427 0.452 0.416 0.399
0.152 0.387 0.410 0.357 0.372
0.134 0.364 0.381 0.335 0.329
0.108 0.361 0.356 0.297 0.302
0.072 0.308 0.319 0.240 0.254
0.053 0.283 0.306 0.206 0.204
0.023 0.239 0.221 0.180 0.145
-0.006 0.203 0.168 0.103 0.087
-0.043 0.195 0.135 0.086 0.037
-0.065 0.092 0.090 0.083 0.025
-0.104 0.071 0.054 0.055 0.023
-0.160 0.017 0.033 -0.058 -0.023
-0.199 -0.018 -0.018 -0.082 -0.102
-0.232 -0.055 -0.045 -0.100 -0.098
-0.261 -0.092 -0.110 -0.118 -0.117
-99.000 -0.128 -0.165 -99.000 -0.153
-99.000 -0.155 -0.169 -99.000 -99.000
-99.000 -0.220 -0.183 -99.000 -99.000
-99.000 -0.261 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
-99.000 -99.000 -99.000 -99.000 -99.000
