4.320 320.80 20.00 20.00 20.00 20.00 20.00 20.00 19.99 19.98 19.93 19.82 19.55 18.99 17.98 16.33 14.00 11.20 8.37 6.06 4.61 4.00 
4.712 295.45 20.00 20.00 20.00 20.00 19.99 19.97 19.91 19.79 19.51 18.99 18.07 16.64 14.66 12.26 9.73 7.44 5.71 4.65 4.15 4.00 
5.105 272.92 20.00 20.00 19.99 19.97 19.92 19.82 19.59 19.16 18.41 17.24 15.60 13.53 11.22 8.95 7.00 5.57 4.68 4.23 4.05 4.00 
5.498 255.72 19.97 19.97 19.95 19.88 19.73 19.44 18.92 18.09 16.86 15.22 13.23 11.08 8.98 7.18 5.80 4.89 4.38 4.13 4.03 4.00 
5.890 245.06 19.91 19.91 19.84 19.69 19.40 18.90 18.13 17.01 15.54 13.76 11.80 9.82 8.03 6.56 5.47 4.76 4.35 4.14 4.04 4.00 
6.283 241.31 19.79 19.79 19.68 19.45 19.05 18.43 17.54 16.35 14.87 13.18 11.39 9.62 8.02 6.69 5.67 4.96 4.50 4.24 4.09 4.00 
6.676 244.50 19.62 19.62 19.50 19.23 18.80 18.16 17.30 16.19 14.87 13.38 11.79 10.21 8.73 7.43 6.36 5.53 4.93 4.53 4.26 4.07 
7.069 254.34 19.45 19.45 19.33 19.07 18.67 18.10 17.35 16.42 15.32 14.07 12.72 11.33 9.97 8.70 7.57 6.61 5.83 5.22 4.76 4.41 
7.461 269.39 19.29 19.29 19.19 18.97 18.63 18.17 17.56 16.82 15.95 14.95 13.85 12.69 11.50 10.33 9.21 8.18 7.26 6.47 5.81 5.26 
7.854 286.61 19.16 19.16 19.08 18.90 18.64 18.27 17.80 17.23 16.55 15.77 14.91 13.98 12.99 11.98 10.97 9.98 9.04 8.16 7.37 6.66 
8.247 302.27 19.06 19.06 18.99 18.85 18.64 18.36 17.99 17.54 17.02 16.41 15.73 14.99 14.19 13.35 12.48 11.61 10.73 9.88 9.07 8.30 
8.639 313.78 18.98 18.98 18.92 18.81 18.63 18.40 18.10 17.74 17.31 16.82 16.27 15.67 15.01 14.30 13.57 12.80 12.03 11.25 10.48 9.72 
9.032 320.22 18.90 18.90 18.86 18.76 18.60 18.40 18.14 17.82 17.45 17.03 16.55 16.02 15.44 14.83 14.17 13.49 12.79 12.07 11.36 10.64 
9.425 321.63 18.84 18.84 18.79 18.69 18.55 18.35 18.10 17.80 17.45 17.05 16.59 16.09 15.55 14.96 14.34 13.69 13.02 12.34 11.64 10.94 
9.817 303.68 18.77 18.77 18.72 18.61 18.46 18.25 17.99 17.67 17.31 16.89 16.41 15.90 15.33 14.72 14.02 13.15 11.88 9.86 6.99 3.99 
10.210 288.43 18.69 18.69 18.63 18.51 18.33 18.09 17.79 17.43 17.01 16.53 15.99 15.38 14.66 13.77 12.61 11.07 9.13 7.01 5.15 4.00 
10.603 269.37 18.59 18.59 18.51 18.36 18.14 17.85 17.48 17.04 16.51 15.90 15.16 14.25 13.11 11.69 10.01 8.20 6.49 5.15 4.34 4.00 
10.996 249.44 18.46 18.46 18.37 18.18 17.89 17.51 17.03 16.43 15.70 14.79 13.67 12.32 10.74 9.05 7.41 6.00 4.98 4.37 4.09 4.00 
11.388 231.67 18.30 18.30 18.18 17.93 17.55 17.05 16.38 15.55 14.50 13.24 11.77 10.15 8.51 7.01 5.79 4.92 4.39 4.13 4.03 4.00 
11.781 218.05 18.09 18.09 17.93 17.62 17.13 16.47 15.60 14.51 13.21 11.72 10.13 8.55 7.12 5.94 5.08 4.53 4.22 4.07 4.02 4.00 
12.174 209.53 17.84 17.84 17.65 17.27 16.69 15.89 14.88 13.66 12.25 10.74 9.22 7.79 6.56 5.59 4.90 4.46 4.21 4.08 4.02 4.00 
12.566 206.43 17.56 17.56 17.35 16.94 16.32 15.48 14.44 13.22 11.87 10.45 9.04 7.74 6.61 5.71 5.05 4.59 4.31 4.14 4.05 4.00 
12.959 208.79 17.27 17.27 17.08 16.68 16.09 15.31 14.36 13.24 12.02 10.74 9.46 8.25 7.16 6.25 5.52 4.97 4.59 4.33 4.16 4.04 
13.352 216.42 17.02 17.02 16.85 16.51 16.01 15.34 14.53 13.58 12.54 11.42 10.29 9.18 8.13 7.19 6.38 5.71 5.18 4.78 4.48 4.26 
13.744 228.31 16.81 16.81 16.68 16.41 16.01 15.47 14.82 14.06 13.20 12.28 11.31 10.33 9.37 8.45 7.61 6.85 6.19 5.64 5.19 4.82 
14.137 242.26 16.65 16.65 16.55 16.34 16.03 15.62 15.11 14.51 13.84 13.09 12.30 11.47 10.63 9.80 8.99 8.22 7.51 6.86 6.29 5.78 
14.530 255.32 16.53 16.53 16.45 16.29 16.05 15.73 15.34 14.87 14.33 13.74 13.09 12.41 11.70 10.97 10.24 9.53 8.83 8.17 7.55 6.98 
14.923 265.22 16.43 16.43 16.37 16.24 16.05 15.79 15.47 15.09 14.65 14.16 13.63 13.05 12.45 11.82 11.18 10.53 9.89 9.26 8.65 8.06 
15.315 270.90 16.35 16.35 16.30 16.19 16.02 15.80 15.52 15.19 14.81 14.38 13.91 13.41 12.87 12.31 11.73 11.14 10.54 9.95 9.36 8.78 
15.708 272.19 16.28 16.28 16.22 16.12 15.96 15.75 15.49 15.17 14.82 14.41 13.97 13.49 12.98 12.45 11.90 11.33 10.76 10.18 9.61 9.03 
16.101 258.71 16.20 16.20 16.14 16.03 15.87 15.65 15.38 15.05 14.68 14.27 13.81 13.32 12.80 12.25 11.64 10.92 9.91 8.37 6.22 4.00 
16.493 246.60 16.11 16.11 16.05 15.92 15.73 15.49 15.18 14.82 14.40 13.94 13.43 12.87 12.24 11.48 10.54 9.33 7.85 6.25 4.86 4.00 
16.886 231.37 16.01 16.01 15.93 15.78 15.55 15.25 14.88 14.45 13.95 13.37 12.71 11.93 10.99 9.86 8.55 7.17 5.87 4.86 4.25 4.00 
17.279 215.43 15.88 15.88 15.78 15.59 15.30 14.92 14.46 13.90 13.23 12.44 11.50 10.40 9.15 7.84 6.58 5.51 4.73 4.27 4.06 4.00 
17.671 201.21 15.71 15.71 15.59 15.34 14.98 14.50 13.89 13.14 12.25 11.19 10.00 8.72 7.44 6.29 5.35 4.69 4.29 4.10 4.02 4.00 
18.064 190.30 15.51 15.51 15.36 15.05 14.60 13.99 13.23 12.30 11.21 10.00 8.73 7.49 6.38 5.48 4.82 4.40 4.17 4.06 4.01 4.00 
18.457 183.47 15.27 15.27 15.09 14.74 14.22 13.52 12.64 11.62 10.47 9.25 8.03 6.91 5.96 5.21 4.68 4.35 4.16 4.06 4.02 4.00 
18.850 180.96 15.01 15.01 14.83 14.46 13.91 13.19 12.31 11.29 10.18 9.03 7.91 6.89 6.01 5.31 4.80 4.45 4.23 4.11 4.04 4.00 
19.242 182.82 14.76 14.76 14.58 14.24 13.73 13.06 12.25 11.33 10.32 9.28 8.26 7.30 6.45 5.73 5.17 4.75 4.45 4.25 4.12 4.03 
19.635 188.90 14.54 14.54 14.39 14.10 13.66 13.10 12.41 11.62 10.76 9.85 8.94 8.05 7.22 6.48 5.84 5.32 4.91 4.60 4.37 4.20 
20.028 198.41 14.36 14.36 14.24 14.01 13.67 13.22 12.66 12.03 11.32 10.56 9.78 8.98 8.21 7.48 6.81 6.21 5.70 5.27 4.92 4.63 
20.420 209.61 14.22 14.22 14.13 13.96 13.69 13.34 12.91 12.41 11.85 11.24 10.59 9.91 9.23 8.56 7.91 7.30 6.74 6.23 5.78 5.38 
20.813 220.15 14.12 14.12 14.05 13.91 13.71 13.44 13.11 12.71 12.27 11.77 11.24 10.68 10.10 9.51 8.92 8.35 7.79 7.27 6.78 6.32 
21.206 228.18 14.03 14.03 13.98 13.87 13.71 13.49 13.22 12.90 12.54 12.13 11.69 11.21 10.72 10.21 9.68 9.16 8.64 8.14 7.65 7.18 
21.598 232.81 13.96 13.96 13.92 13.82 13.68 13.50 13.26 12.99 12.67 12.31 11.93 11.51 11.07 10.61 10.13 9.65 9.17 8.69 8.22 7.76 
21.991 233.87 13.90 13.90 13.86 13.77 13.63 13.46 13.24 12.98 12.68 12.34 11.97 11.58 11.16 10.72 10.27 9.81 9.35 8.88 8.42 7.96 
22.384 223.19 13.84 13.84 13.79 13.70 13.56 13.37 13.15 12.88 12.57 12.22 11.85 11.44 11.01 10.56 10.07 9.48 8.68 7.45 5.75 4.00 
22.777 213.51 13.76 13.76 13.71 13.60 13.45 13.24 12.98 12.68 12.34 11.95 11.53 11.07 10.56 9.95 9.19 8.23 7.05 5.78 4.68 4.00 
23.169 201.30 13.68 13.68 13.61 13.48 13.29 13.04 12.73 12.37 11.96 11.49 10.95 10.32 9.56 8.65 7.61 6.51 5.48 4.68 4.20 4.00 
23.562 188.53 13.57 13.57 13.48 13.32 13.08 12.77 12.39 11.93 11.38 10.74 9.98 9.09 8.10 7.05 6.04 5.19 4.58 4.22 4.05 4.00 
23.955 177.13 13.43 13.43 13.33 13.12 12.82 12.42 11.92 11.31 10.59 9.74 8.78 7.75 6.73 5.81 5.07 4.55 4.23 4.08 4.02 4.00 
24.347 168.39 13.26 13.26 13.13 12.88 12.51 12.01 11.39 10.63 9.76 8.78 7.77 6.78 5.89 5.17 4.65 4.32 4.13 4.04 4.01 4.00 
24.740 162.90 13.06 13.06 12.92 12.63 12.20 11.63 10.92 10.09 9.16 8.18 7.21 6.32 5.56 4.96 4.54 4.28 4.12 4.05 4.01 4.00 
25.133 160.89 12.85 12.85 12.70 12.40 11.95 11.36 10.65 9.83 8.94 8.01 7.12 6.30 5.60 5.04 4.63 4.36 4.19 4.09 4.03 4.00 
25.525 162.38 12.64 12.64 12.50 12.22 11.81 11.26 10.61 9.86 9.05 8.22 7.40 6.63 5.95 5.38 4.93 4.59 4.36 4.20 4.10 4.02 
25.918 167.25 12.46 12.46 12.34 12.11 11.75 11.29 10.74 10.10 9.41 8.68 7.94 7.23 6.57 5.98 5.47 5.05 4.72 4.48 4.29 4.16 
26.311 174.87 12.32 12.32 12.22 12.04 11.76 11.39 10.95 10.43 9.86 9.25 8.62 7.98 7.36 6.78 6.24 5.76 5.35 5.01 4.73 4.50 
26.704 183.85 12.21 12.21 12.13 11.99 11.78 11.50 11.15 10.74 10.29 9.80 9.27 8.73 8.18 7.64 7.12 6.63 6.18 5.78 5.42 5.10 
27.096 192.32 12.12 12.12 12.07 11.96 11.79 11.57 11.30 10.99 10.63 10.23 9.80 9.35 8.88 8.41 7.93 7.47 7.03 6.61 6.21 5.85 
27.489 198.77 12.05 12.05 12.01 11.92 11.79 11.61 11.40 11.14 10.84 10.52 10.16 9.78 9.38 8.97 8.55 8.13 7.71 7.31 6.91 6.54 
27.882 202.49 12.00 12.00 11.96 11.88 11.77 11.62 11.43 11.21 10.95 10.66 10.35 10.01 9.66 9.29 8.91 8.52 8.13 7.75 7.37 7.00 
28.274 203.34 11.95 11.95 11.91 11.84 11.73 11.59 11.41 11.20 10.96 10.69 10.39 10.07 9.74 9.38 9.02 8.65 8.28 7.90 7.53 7.16 
28.667 194.80 11.89 11.89 11.86 11.78 11.67 11.52 11.34 11.12 10.87 10.59 10.29 9.96 9.62 9.25 8.86 8.39 7.74 6.76 5.40 4.00 
29.060 187.04 11.84 11.84 11.79 11.71 11.58 11.41 11.20 10.96 10.68 10.38 10.04 9.67 9.25 8.76 8.15 7.38 6.44 5.42 4.54 4.00 
29.452 177.25 11.77 11.77 11.71 11.61 11.45 11.25 11.00 10.71 10.38 10.00 9.57 9.06 8.45 7.72 6.89 6.01 5.19 4.55 4.16 4.00 
29.845 167.01 11.68 11.68 11.61 11.48 11.29 11.04 10.72 10.35 9.92 9.40 8.79 8.08 7.28 6.44 5.63 4.96 4.47 4.17 4.04 4.00 
30.238 157.87 11.57 11.57 11.48 11.32 11.08 10.75 10.35 9.86 9.28 8.59 7.83 7.00 6.19 5.45 4.86 4.44 4.19 4.06 4.01 4.00 
30.631 150.86 11.43 11.43 11.33 11.13 10.83 10.42 9.92 9.31 8.61 7.83 7.02 6.22 5.51 4.94 4.52 4.25 4.11 4.04 4.01 4.00 
31.023 146.47 11.27 11.27 11.15 10.92 10.57 10.12 9.55 8.88 8.13 7.35 6.57 5.86 5.25 4.77 4.43 4.22 4.10 4.04 4.01 4.00 
31.416 144.85 11.10 11.10 10.98 10.74 10.38 9.90 9.33 8.67 7.95 7.22 6.50 5.84 5.28 4.84 4.51 4.29 4.15 4.07 4.03 4.00 
